531.85	518.11	299.69	414.01	274.87	237.23	187.38	148.79
82.32	93.04	57.76	78.49	595.13	527.08	384.69	340.28
335.07	598.63	445.07	363.11	75.82	97.34	86.66	46.8
174.3	313.37	224.87	197.61	400.35	580.76	505.35	267.07
34.3	56.79	40.07	38.76	229.77	320.42	277.37	152.37
359.68	499.93	675.23	634.58	133.63	149.48	198.23	131.83
74.96	113.63	122.54	130.62	449.87	496.2	767.83	560.82
299.04	281.13	267.62	436.08	62.28	49.56	57.38	53.38
296.42	274.13	260.2	427.75	364.82	262.11	315.49	328.61
53.17	52.7	43.66	79.48	376.31	232.97	261.41	339.83
737.03	782.62	290.79	350.49	162.8	156.85	79.76	58.96
190.34	232.75	92.62	124.69	839.41	815.3	346.48	271.32
40.08	56.34	21.32	31.08	277.25	262.01	146.28	116.18
357.42	777.11	357.66	256.75	228.96	370.18	221.34	110.38
64.49	143.56	65.31	54.68	393.9	731.24	396.27	209.03
238.39	570.52	681.56	378.03	64.3	98.07	126.82	49.39
106.63	238.75	241.77	173.85	321.73	581.49	770.75	308.48
25.25	54.18	52.63	42.68	157.94	286.06	367.37	156.1
294.25	363.97	761.35	832.03	119.62	113.15	229.56	175.72
66.3	87.51	140.86	172.23	383.63	358.34	849.48	766.31
261.56	206.37	267.65	528.07	58.06	36.79	58.24	75.86
272.86	215.52	281.86	554.24	317.17	205.66	327.23	422.23
50.51	43.45	52.38	96.9	309.55	190.48	294.68	497.21
834.61	411.54	274.56	658.89	170.18	88.54	81.25	102.44
200.06	131.59	92.31	196.96	921.38	408.18	335.35	544.2
46.2	32.23	21.23	48.01	281.93	166.72	136.18	190.99
